# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Jan  6 15:15:44 2017
#
# CONSTRAINT:  where (k2c_disp like 'C%'
# CONSTRAINT:  and k2c_recentflag = 1
# CONSTRAINT:  )
#
# COLUMN epic_name:      EPIC Name
# COLUMN tm_name:        2MASS Designation
# COLUMN epic_candname:  Candidate Name
# COLUMN pl_name:        Planet Name
# COLUMN k2c_refdisp:    Reference Disposition
# COLUMN k2c_reflink:    Reference Link
# COLUMN k2c_disp:       Exoplanet Archive Disposition
# COLUMN k2c_note:       Notes
# COLUMN k2_campaign:    K2 Campaign
# COLUMN k2c_recentflag: Most Recent Flag
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [sexagesimal]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [sexagesimal]
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_trandep:     Transit Depth [percent]
# COLUMN pl_trandur:     Transit Duration [days]
# COLUMN pl_imppar:      Impact Parameter
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_ratdor:      Ratio of Distance to Stellar Radius
# COLUMN pl_ratror:      Ratio of Candidate to Stellar Radius
# COLUMN pl_rade:        Candidate Radius [Earth radii]
# COLUMN pl_radj:        Candidate Radius [Jupiter radii]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_plx:         Parallax [mas]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_metfe:       Stellar Metallicity [dex]
# COLUMN st_metratio:    Metallicity Ratio
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_vsini:       Rot. Velocity V*sin(i) [km/s]
#
rowid,epic_name,tm_name,epic_candname,pl_name,k2c_refdisp,k2c_reflink,k2c_disp,k2c_note,k2_campaign,k2c_recentflag,ra_str,ra,dec_str,dec,pl_orbper,pl_tranmid,pl_trandep,pl_trandur,pl_imppar,pl_orbincl,pl_ratdor,pl_ratror,pl_rade,pl_radj,pl_eqt,st_plx,st_dist,st_teff,st_logg,st_metfe,st_metratio,st_rad,st_vsini
482,EPIC 206268299,2MASS J22394063-0842521,EPIC 206268299.01,K2-74 b,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,3,1,22h39m40.64s,339.919350,-08d42m52.2s,-8.714505,19.56660000,2456997.999200,,0.2133000,,,,2.15000,2.310,0.206,,,,6060.00,4.44,,,0.98,
484,EPIC 206298289,2MASS J22292583-0816000,EPIC 206298289.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160306488A target=ref>Adams et al. 2016</a>,CANDIDATE,,3,1,22h29m25.85s,337.357688,-08d16m00.1s,-8.266702,0.43482700,2456987.600120,,,,84.800,5.200000,0.02970,1.620,0.145,,,,3724.00,4.94,0.017,[Fe/H],0.50,
486,EPIC 206311743,2MASS J22202843-0803379,EPIC 206311743.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,3,1,22h20m28.44s,335.118513,-08d03m37.9s,-8.060535,4.31444335,2456983.718059,3.877000,7.1320000,,,,,,,,,,,,,,,
487,EPIC 206312951,2MASS J22282039-0802294,EPIC 206312951.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151107820V target=ref>Vanderburg et al. 2015</a>,CANDIDATE,,3,1,22h28m20.41s,337.085060,-08d02m29.5s,-8.041529,1.53396660,2456980.161000,0.068500,0.0433333,0.1000,,,0.02385,1.470,0.131,,,,3757.00,,,,0.52,
488,EPIC 206317286,2MASS J22302822-0758205,EPIC 206317286.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151107820V target=ref>Vanderburg et al. 2015</a>,CANDIDATE,,3,1,22h30m28.22s,337.617598,-07d58m20.7s,-7.972406,17.50166200,2456995.350000,0.111000,0.1729167,0.6200,,,0.03159,2.630,0.235,,,,4749.00,,,,0.73,
489,EPIC 206318379,2MASS J22222988-0757195,EPIC 206318379.01,K2-28 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151107820V target=ref>Vanderburg et al. 2015</a>,CONFIRMED,,3,1,22h22m29.85s,335.624384,-07d57m19.3s,-7.955366,2.26044390,2456980.250000,0.642000,0.0412500,0.6300,,,0.07740,1.600,0.143,,,,2997.00,,,,0.18,
490,EPIC 206348688,2MASS J22352275-0728114,EPIC 206348688.02,K2-75 c,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,3,1,22h35m22.76s,338.844850,-07d28m11.5s,-7.469853,18.31100000,2456992.715000,,0.2675000,,,,1.62000,2.770,0.247,,,,5995.00,4.12,,,1.56,
492,EPIC 206348688,2MASS J22352275-0728114,EPIC 206348688.01,K2-75 b,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,3,1,22h35m22.76s,338.844850,-07d28m11.5s,-7.469853,7.81420000,2456983.451000,,0.2283000,,,,1.56000,2.670,0.238,,,,5995.00,4.12,,,1.56,
494,EPIC 206403979,,EPIC 206403979.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,,3,1,22h11m33.45s,332.889367,-06d34m06.8s,-6.568565,23.80390000,2456982.388400,,0.1075000,,,,21.00000,12.000,1.100,,,,4840.00,4.81,,,0.48,
495,EPIC 206417197,2MASS J22283201-0620507,EPIC 206417197.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160306488A target=ref>Adams et al. 2016</a>,CANDIDATE,,3,1,22h28m32.03s,337.133466,-06d20m51.0s,-6.347505,0.44209400,2457007.484140,,,,81.600,3.200000,0.01380,1.160,0.103,,,,5007.00,4.59,-0.063,[Fe/H],0.77,
500,EPIC 206432863,2MASS J22282534-0605119,EPIC 206432863.01,K2-76 b,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CONFIRMED,,3,1,22h28m25.34s,337.105587,-06d05m12.0s,-6.086677,11.99899626,2456983.807771,0.701000,6.6560000,,,,,,,,,,,,,,,
501,EPIC 206439513,2MASS J22312485-0558406,EPIC 206439513.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151107820V target=ref>Vanderburg et al. 2015</a>,CANDIDATE,,3,1,22h31m24.84s,337.853509,-05d58m40.7s,-5.977968,18.40611800,2456992.866000,0.067300,0.5016667,0.3500,,,0.02417,5.200,0.464,,,,6684.00,,,,1.84,
502,EPIC 206500801,2MASS J22175812-0451529,EPIC 206500801.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,3,1,22h17m58.14s,334.492238,-04d51m52.6s,-4.864619,8.15306759,2456985.369335,2.292000,4.4770000,,,,,,,,,,,,,,,
503,EPIC 206532093,2MASS J22221869-0412226,EPIC 206532093.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151107820V target=ref>Vanderburg et al. 2015</a>,CANDIDATE,,3,1,22h22m18.70s,335.577903,-04d12m22.6s,-4.206278,2.20218680,2456979.588000,29.200000,0.2612500,0.6400,,,0.59160,56.500,5.041,,,,5695.00,,,,0.96,
504,EPIC 206535016,2MASS J22205766-0408219,EPIC 206535016.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151107820V target=ref>Vanderburg et al. 2015</a>,CANDIDATE,,3,1,22h20m57.66s,335.240257,-04d08m22.1s,-4.139476,20.39814700,2456996.368000,0.101000,0.0862500,0.9200,,,0.03633,2.930,0.261,,,,5399.00,,,,0.85,
505,EPIC 206543223,2MASS J22240267-0357158,EPIC 206543223.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,3,1,22h24m02.68s,336.011157,-03d57m15.8s,-3.954390,17.80345864,2456988.787620,4.843000,3.2010000,,,,,,,,,,,,,,,
508,EPIC 207389002,,EPIC 207389002.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,,,1,,,,,2.93122600,2456775.095040,,0.1978700,,,,75.00000,90.000,8.000,,,,6097.00,4.37,,,1.12,
510,EPIC 207739861,,EPIC 207739861.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,,,1,,,,,1.81449000,2456769.389500,,0.1080000,,,,27.00000,27.000,2.400,,,,5614.00,4.49,,,0.92,
511,EPIC 208445756,,EPIC 208445756.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,,,1,,,,,22.48440000,2456775.034070,,0.2787900,,,,65.00000,79.000,7.000,,,,6173.00,4.35,,,1.15,
512,EPIC 208833261,,EPIC 208833261.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,,,1,,,,,3.47451000,2456773.478300,,0.1750000,,,,5.36000,10.600,0.950,,,,7143.00,4.12,,,1.83,
513,EPIC 209036259,,EPIC 209036259.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,,,1,,,,,0.36918100,2456767.956390,,0.0308000,,,,7.05000,16.500,1.470,,,,6020.00,3.76,,,2.22,
514,EPIC 209286622,,EPIC 209286622.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,,,1,,,,,6.71694000,2456775.264600,,0.1408300,,,,44.00000,39.000,3.500,,,,5267.00,4.55,,,0.82,
515,EPIC 210363145,2MASS J03405481+1234216,EPIC 210363145.01,K2-77 b,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,4,1,03h40m54.82s,55.228426,+12d34m21.4s,12.572612,8.20075000,2457070.804200,,0.1028700,,,,2.70000,2.470,0.220,,,,5297.00,4.54,,,0.83,
516,EPIC 210389383,2MASS J04102487+1313037,EPIC 210389383.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,,4,1,04h10m24.88s,62.603675,+13d13m03.8s,13.217711,14.08549000,2457069.777150,,0.2650800,,,,14.60200,21.100,1.880,,,,5970.00,4.16,,,1.32,
517,EPIC 210400751,2MASS J03485406+1329009,EPIC 210400751.01,K2-78 b,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,4,1,03h48m54.07s,57.225306,+13d29m00.8s,13.483545,2.29016000,2457065.144400,,0.1204000,,,,1.45000,1.420,0.127,,,,5729.00,4.51,,,0.88,
519,EPIC 210402237,2MASS J03410141+1331098,EPIC 210402237.01,K2-79 b,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,4,1,03h41m01.42s,55.255905,+13d31m09.7s,13.519372,10.99573000,2457070.241000,,0.1841700,,,,2.61000,3.690,0.329,,,,5926.00,4.25,,,1.28,
520,EPIC 210403955,2MASS J03560900+1333334,EPIC 210403955.02,K2-80 c,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,4,1,03h56m09.00s,59.037487,+13d33m33.4s,13.559289,5.60500000,2457066.484200,,0.1117000,,,,1.54000,1.470,0.131,,,,5441.00,4.52,,,0.87,
521,EPIC 210403955,2MASS J03560900+1333334,EPIC 210403955.01,K2-80 b,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,4,1,03h56m09.00s,59.037487,+13d33m33.4s,13.559289,19.09180000,2457077.610000,,0.1858000,,,,2.10000,2.010,0.179,,,,5441.00,4.52,,,0.87,
523,EPIC 210414957,2MASS J04171805+1348175,EPIC 210414957.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,4,1,04h17m18.06s,64.325266,+13d48m17.4s,13.804842,0.96997227,2457062.192319,0.549000,2.1910000,,,,,,,,,,,,,,,
526,EPIC 210448987,2MASS J03495652+1430080,EPIC 210448987.01,K2-81 b,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CONFIRMED,,4,1,03h49m56.52s,57.485488,+14d30m07.9s,14.502200,6.10099028,2457064.344968,0.077000,2.3780000,,,,,,,,,,,,,,,
527,EPIC 210472483,2MASS J04170860+1456110,EPIC 210472483.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,4,1,04h17m08.61s,64.285893,+14d56m11.0s,14.936378,1.14300180,2457062.307061,4.202000,4.6540000,,,,,,,,,,,,,,,
528,EPIC 210483889,2MASS J03540357+1508137,EPIC 210483889.01,K2-82 b,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,4,1,03h54m03.57s,58.514872,+15d08m13.7s,15.137152,7.19583400,2457069.075980,,0.0923700,,,,13.98000,2.600,0.230,,,,3415.00,5.14,,,0.17,
529,EPIC 210508766,2MASS J03593637+1533320,EPIC 210508766.01,K2-83 b,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,4,1,03h59m36.37s,59.901562,+15d33m32.0s,15.558886,2.74697000,2457067.063300,,0.0693300,,,,2.68000,1.244,0.111,,,,3910.00,4.86,,,0.42,
530,EPIC 210508766,2MASS J03593637+1533320,EPIC 210508766.02,K2-83 c,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CONFIRMED,,4,1,03h59m36.37s,59.901562,+15d33m32.0s,15.558886,10.00102551,2457066.266380,0.163000,3.5090000,,,,,,,,,,,,,,,
532,EPIC 210512842,2MASS J04012997+1537300,EPIC 210512842.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,4,1,04h01m29.99s,60.374949,+15d37m30.1s,15.625037,5.86639571,2457067.152409,0.020000,2.8250000,,,,,,,,,,,,,,,
533,EPIC 210513446,2MASS J03520444+1538069,EPIC 210513446.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,4,1,03h52m04.45s,58.018524,+15d38m07.0s,15.635284,1.14907861,2457062.419156,2.624000,1.8560000,,,,,,,,,,,,,,,
535,EPIC 210550063,2MASS J04043165+1613000,EPIC 210550063.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,4,1,04h04m31.66s,61.131909,+16d13m00.1s,16.216694,2.16594452,2457062.815716,0.062000,2.0850000,,,,,,,,,,,,,,,
536,EPIC 210558622,2MASS J04031027+1620509,EPIC 210558622.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,4,1,04h03m10.28s,60.792843,+16d20m50.8s,16.347447,19.56614010,2457064.206931,0.135000,6.2270000,,,,,,,,,,,,,,,
538,EPIC 210559259,2MASS J03575419+1621277,EPIC 210559259.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,4,1,03h57m54.20s,59.475854,+16d21m27.7s,16.357698,14.27669647,2457063.408740,0.110000,4.4570000,,,,,,,,,,,,,,,
539,EPIC 210576234,2MASS J03350542+1636552,EPIC 210576234.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,4,1,03h35m05.42s,53.772568,+16d36m55.3s,16.615369,15.97700259,2457071.678859,2.990000,4.9260000,,,,,,,,,,,,,,,
540,EPIC 210577548,2MASS J03431422+1638044,EPIC 210577548.01,K2-84 b,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,4,1,03h43m14.23s,55.809274,+16d38m04.4s,16.634549,6.42150000,2457071.421200,,0.1171000,,,,2.34000,2.410,0.215,,,,5652.00,4.48,,,0.93,
541,EPIC 210577548,2MASS J03431422+1638044,EPIC 210577548.02,K2-84 c,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,4,1,03h43m14.23s,55.809274,+16d38m04.4s,16.634549,27.86000000,2457068.615000,,0.1921000,,,,1.98000,2.030,0.181,,,,5652.00,4.48,,,0.93,
542,EPIC 210598340,2MASS J03472850+1656298,EPIC 210598340.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,4,1,03h47m28.49s,56.868728,+16d56m29.9s,16.941630,3.73478175,2457063.087439,1.239000,5.7810000,,,,,,,,,,,,,,,
543,EPIC 210605073,,EPIC 210605073.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160306488A target=ref>Adams et al. 2016</a>,CANDIDATE,,4,1,04h22m29.59s,65.623290,+17d02m16.3s,17.037875,0.56705500,2457127.436510,,,,85.700,5.700000,0.10470,16.220,1.447,,,,7020.00,4.00,0.000,[Fe/H],1.42,
544,EPIC 210609658,2MASS J03425204+1706054,EPIC 210609658.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,,4,1,03h42m52.04s,55.716836,+17d06m05.4s,17.101500,14.14459000,2457074.413900,,0.6262000,,,,5.71000,16.600,1.480,,,,5011.00,3.66,,,2.69,
545,EPIC 210625740,2MASS J04040046+1719415,EPIC 210625740.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,,4,1,04h04m00.46s,61.001930,+17d19m41.5s,17.328197,2.38669000,2457065.081800,,0.0371000,,,,11.00000,3.500,0.310,,,,3676.00,4.99,,,0.29,
546,EPIC 210659688,2MASS J03421931+1748023,EPIC 210659688.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,,4,1,03h42m19.32s,55.580480,+17d48m02.4s,17.800665,2.35771000,2457065.020700,,0.0146000,,,,10.40000,3.000,0.270,,,,3655.00,5.01,,,0.27,
547,EPIC 210666756,,EPIC 210666756.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,4,1,03h53m44.60s,58.435825,+17d53m55.9s,17.898864,1.39657671,2457061.988140,0.189000,1.5860000,,,,,,,,,,,,,,,
549,EPIC 210707130,2MASS J03575144+1827551,EPIC 210707130.01,K2-85 b,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CONFIRMED,,4,1,03h57m51.45s,59.464394,+18d27m54.9s,18.465254,0.68458757,2457061.942054,0.027000,0.9120000,,,,,,,,,,,,,,,
552,EPIC 210718708,2MASS J03261265+1838081,EPIC 210718708.01,K2-86 b,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,4,1,03h26m12.67s,51.552800,+18d38m08.2s,18.635616,8.77683000,2457070.017300,,0.1146000,,,,2.34000,1.960,0.175,,,,5482.00,4.58,,,0.76,
553,EPIC 210731500,2MASS J04245669+1849387,EPIC 210731500.01,K2-87 b,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,4,1,04h24m56.69s,66.236225,+18d49m38.7s,18.827418,9.72739000,2457072.301200,,0.1767000,,,,4.41000,4.600,0.410,,,,5406.00,4.47,,,0.93,
554,EPIC 210744674,2MASS J04232616+1901390,EPIC 210744674.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,4,1,04h23m26.16s,65.859019,+19d01m39.0s,19.027495,25.20778830,2457065.929742,3.330000,3.1620000,,,,,,,,,,,,,,,
556,EPIC 210750726,2MASS J03390038+1907126,EPIC 210750726.01,K2-88 b,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,4,1,03h39m00.38s,54.751598,+19d07m12.6s,19.120178,4.61220000,2457066.219400,,0.0432900,,,,4.36000,1.230,0.110,,,,3537.00,5.02,,,0.26,
559,EPIC 210754505,2MASS J04183477+1910444,EPIC 210754505.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,4,1,04h18m34.78s,64.644930,+19d10m44.6s,19.179056,0.87052967,2457062.285276,0.182000,1.5020000,,,,,,,,,,,,,,,
560,EPIC 210769880,2MASS J04100790+1924403,EPIC 210769880.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,4,1,04h10m07.91s,62.532946,+19d24m40.2s,19.411153,1.43689647,2457062.606967,0.124000,2.3670000,,,,,,,,,,,,,,,
562,EPIC 210838726,2MASS J03481599+2027347,EPIC 210838726.01,K2-89 b,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,4,1,03h48m16.01s,57.066715,+20d27m34.7s,20.459638,1.09602600,2457066.006600,,0.0372900,,,,1.76000,0.615,0.055,,,,3691.00,4.96,,,0.32,
563,EPIC 210843708,2MASS J03510936+2032063,EPIC 210843708.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,4,1,03h51m09.36s,57.789012,+20d32m06.3s,20.535080,0.70416550,2457062.025169,0.117000,1.7750000,,,,,,,,,,,,,,,
564,EPIC 210877025,2MASS J03463389+2102035,EPIC 210877025.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,4,1,03h46m33.89s,56.641225,+21d02m03.5s,21.034302,18.03895153,2457071.519871,0.121000,6.3040000,,,,,,,,,,,,,,,
567,EPIC 210903662,2MASS J04001225+2126512,EPIC 210903662.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,4,1,04h00m12.26s,60.051087,+21d26m51.1s,21.447541,2.41040731,2457063.425344,0.563000,1.8470000,,,,,,,,,,,,,,,
568,EPIC 210925707,2MASS J03482892+2147508,EPIC 210925707.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,4,1,03h48m28.93s,57.120544,+21d47m50.9s,21.797460,1.68658840,2457062.238260,4.591000,4.9230000,,,,,,,,,,,,,,,
571,EPIC 210957318,2MASS J03292204+2217577,EPIC 210957318.01,K2-30 b,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CONFIRMED,,4,1,03h29m22.07s,52.341962,+22d17m57.9s,22.299405,4.09803132,2457063.809934,1.702000,2.4000000,,,,,,,,,,,,,,,
572,EPIC 210958990,2MASS J04110096+2219311,EPIC 210958990.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,,4,1,04h11m00.96s,62.754015,+22d19m31.2s,22.325341,1.70230100,2457065.782900,,0.1057900,,,,13.69000,19.100,1.700,,,,6116.00,4.24,,,1.28,
573,EPIC 210961508,2MASS J03594082+2221575,EPIC 210961508.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160306488A target=ref>Adams et al. 2016</a>,CANDIDATE,,4,1,03h59m40.82s,59.920104,+22d21m57.5s,22.365984,0.34993500,2457087.652510,,,,81.800,3.400000,0.02630,2.180,0.194,,,,4925.00,3.42,-0.060,[Fe/H],0.76,
574,EPIC 210968143,2MASS J03563656+2228216,EPIC 210968143.02,K2-90 c,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,4,1,03h56m36.58s,59.152405,+22d28m21.5s,22.472632,2.90032000,2457066.744300,,0.0529000,,,,1.88000,1.020,0.091,,,,4136.00,4.79,,,0.49,
575,EPIC 210968143,2MASS J03563656+2228216,EPIC 210968143.01,K2-90 b,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CONFIRMED,,4,1,03h56m36.58s,59.152405,+22d28m21.5s,22.472632,13.71468745,2457064.957466,0.149000,4.3390000,,,,,,,,,,,,,,,
577,EPIC 211009047,2MASS J04042148+2307042,EPIC 211009047.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,4,1,04h04m21.49s,61.089561,+23d07m04.2s,23.117842,1.31982263,2457062.306729,0.213000,1.5880000,,,,,,,,,,,,,,,
578,EPIC 211048999,2MASS J03551125+2345245,EPIC 211048999.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,4,1,03h55m11.26s,58.796898,+23d45m24.5s,23.756807,5.17110937,2457066.587598,0.121000,2.4700000,,,,,,,,,,,,,,,
580,EPIC 211077024,2MASS J04125232+2412185,EPIC 211077024.01,K2-91 b,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CONFIRMED,,4,1,04h12m52.33s,63.218062,+24d12m18.4s,24.205112,1.41929871,2457063.873746,0.085000,1.0480000,,,,,,,,,,,,,,,
582,EPIC 211089792,2MASS J04104086+2424061,EPIC 211089792.01,K2-29 b,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CONFIRMED,,4,1,04h10m40.96s,62.670647,+24d24m07.4s,24.402043,3.25919930,2457064.426799,1.762000,2.1800000,,,,,,,,,,,,,,,
