# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Jan  4 16:30:57 2017
#
# CONSTRAINT:  where (koi_pdisposition like 'CANDIDATE'
# CONSTRAINT:  )
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_eccen:      Eccentricity
# COLUMN koi_eccen_err1: Eccentricity Upper Unc.
# COLUMN koi_eccen_err2: Eccentricity Lower Unc.
# COLUMN koi_fittype:    Planetary Fit Type
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_incl:       Inclination [deg]
# COLUMN koi_incl_err1:  Inclination Upper Unc. [deg]
# COLUMN koi_incl_err2:  Inclination Lower Unc. [deg]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_insol_err1: Insolation Flux Upper Unc. [Earth flux]
# COLUMN koi_insol_err2: Insolation Flux Lower Unc. [Earth flux]
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
#
rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_period,koi_period_err1,koi_period_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_fittype,koi_prad,koi_prad_err1,koi_prad_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_tce_plnt_num,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec
82,2713049,K00794.01,Kepler-683 b,CONFIRMED,CANDIDATE,2.539183179,5.1090000e-06,-5.1090000e-06,0,,,MCMC,1.97,8.300e-01,-1.800e-01,89.95,,,1348.0,,,780.68,978.71,-219.68,1,5996.00,168.00,-199.00,4.489,0.045,-0.299,0.9560,0.4020,-0.0890,291.439970,37.905659
83,3114167,K00795.01,Kepler-684 b,CONFIRMED,CANDIDATE,6.770302008,8.8600000e-06,-8.8600000e-06,0,,,MCMC,2.66,5.900e-01,-1.400e-01,88.81,,,813.0,,,103.21,71.51,-20.62,1,5666.00,178.00,-163.00,4.658,0.022,-0.149,0.6770,0.1510,-0.0350,290.870510,38.273628
85,3115833,K00797.01,,CANDIDATE,CANDIDATE,10.181581555,6.0370000e-06,-6.0370000e-06,0,,,MCMC,8.18,3.550e+00,-7.200e-01,85.94,,,819.0,,,106.37,138.48,-28.04,1,5995.00,173.00,-178.00,4.529,0.044,-0.299,0.8470,0.3670,-0.0750,291.281950,38.241669
86,4139816,K00812.02,Kepler-235 d,CONFIRMED,CANDIDATE,20.060374540,5.4350000e-05,-5.4350000e-05,0,,,MCMC,1.99,2.900e-01,-2.900e-01,89.38,,,350.0,,,3.53,2.07,-1.16,2,3887.00,188.00,-78.00,4.783,0.087,-0.087,0.4800,0.0700,-0.0700,286.079130,39.278320
87,4139816,K00812.03,Kepler-235 e,CONFIRMED,CANDIDATE,46.184150000,2.4510000e-04,-2.4510000e-04,0,,,MCMC,1.94,2.900e-01,-2.800e-01,89.95,,,265.0,,,1.16,0.68,-0.38,3,3887.00,188.00,-78.00,4.783,0.087,-0.087,0.4800,0.0700,-0.0700,286.079130,39.278320
88,8395660,K00116.04,Kepler-106 d,CONFIRMED,CANDIDATE,23.980234800,1.8330000e-04,-1.8330000e-04,0,,,MCMC,0.99,1.800e-01,-9.000e-02,89.38,,,658.0,,,44.45,22.37,-11.09,3,5881.00,112.00,-120.00,4.388,0.087,-0.142,1.0290,0.1860,-0.1000,300.863980,44.337551
89,4139816,K00812.04,Kepler-235 c,CONFIRMED,CANDIDATE,7.825012060,3.9660000e-05,-3.9660000e-05,0,,,MCMC,1.22,1.700e-01,-1.800e-01,88.81,,,478.0,,,12.36,7.25,-4.04,4,3887.00,188.00,-78.00,4.783,0.087,-0.087,0.4800,0.0700,-0.0700,286.079130,39.278320
90,4275191,K00813.01,Kepler-688 b,CONFIRMED,CANDIDATE,3.895936844,8.0100000e-07,-8.0100000e-07,0,,,MCMC,7.92,3.000e+00,-6.000e-01,87.66,,,1011.0,,,247.08,285.20,-57.39,1,5557.00,176.00,-147.00,4.580,0.032,-0.231,0.7810,0.2960,-0.0590,294.655240,39.308361
91,4476123,K00814.01,Kepler-689 b,CONFIRMED,CANDIDATE,22.366560790,9.8110000e-05,-9.8110000e-05,0,,,MCMC,2.45,5.500e-01,-1.900e-01,89.95,,,544.0,,,20.67,14.18,-5.12,1,5413.00,163.00,-157.00,4.594,0.034,-0.131,0.7510,0.1680,-0.0600,294.710630,39.521740
92,3351888,K00801.01,Kepler-685 b,CONFIRMED,CANDIDATE,1.625522200,1.5500000e-07,-1.5500000e-07,0,,,MCMC,9.74,3.880e+00,-1.240e+00,89.95,,,1572.0,,,1443.75,1732.32,-477.89,1,5717.00,171.00,-181.00,4.394,0.094,-0.265,1.0570,0.4210,-0.1350,293.871920,38.422939
93,3453214,K00802.01,,CANDIDATE,CANDIDATE,19.620347388,4.0360000e-06,-4.0360000e-06,0,,,MCMC,12.00,4.070e+00,-8.000e-01,89.95,,,605.0,,,31.59,32.24,-6.69,1,5733.00,174.00,-143.00,4.592,0.028,-0.211,0.7700,0.2610,-0.0510,293.816190,38.563568
95,3641726,K00804.01,,CANDIDATE,CANDIDATE,9.029308900,1.7200000e-05,-1.7200000e-05,0,,,MCMC,2.72,9.500e-01,-2.500e-01,89.95,,,757.0,,,77.75,84.83,-20.23,1,5349.00,187.00,-148.00,4.526,0.051,-0.221,0.8200,0.2870,-0.0740,290.333620,38.728230
97,3832474,K00806.01,Kepler-30 d,CONFIRMED,CANDIDATE,143.206351800,1.9320000e-04,-1.9320000e-04,0,,,MCMC,9.36,9.900e-01,-3.700e-01,89.95,,,308.0,,,2.14,0.67,-0.32,2,5485.00,99.00,-112.00,4.556,0.014,-0.094,0.8670,0.0920,-0.0340,285.283630,38.947281
98,8395660,K00116.03,Kepler-106 b,CONFIRMED,CANDIDATE,6.164916960,4.8650000e-05,-4.8650000e-05,0,,,MCMC,0.85,1.500e-01,-9.000e-02,87.66,,,1035.0,,,271.63,136.76,-67.75,4,5881.00,112.00,-120.00,4.388,0.087,-0.142,1.0290,0.1860,-0.1000,300.863980,44.337551
99,3832474,K00806.02,Kepler-30 c,CONFIRMED,CANDIDATE,60.324886110,2.6350000e-05,-2.6350000e-05,0,,,MCMC,12.88,1.360e+00,-5.100e-01,89.95,,,411.0,,,6.77,2.13,-1.01,1,5485.00,99.00,-112.00,4.556,0.014,-0.094,0.8670,0.0920,-0.0340,285.283630,38.947281
100,3832474,K00806.03,Kepler-30 b,CONFIRMED,CANDIDATE,29.159861500,2.5340000e-04,-2.5340000e-04,0,,,MCMC,1.91,2.000e-01,-7.000e-02,89.38,,,524.0,,,17.85,5.61,-2.68,,5485.00,99.00,-112.00,4.556,0.014,-0.094,0.8670,0.0920,-0.0340,285.283630,38.947281
103,3935914,K00809.01,Kepler-686 b,CONFIRMED,CANDIDATE,1.594745463,1.1300000e-07,-1.1300000e-07,0,,,MCMC,11.77,4.850e+00,-1.190e+00,85.94,,,1540.0,,,1329.42,1632.70,-371.13,1,5934.00,167.00,-168.00,4.491,0.060,-0.284,0.8930,0.3680,-0.0900,285.213810,39.027481
104,3940418,K00810.01,,CANDIDATE,CANDIDATE,4.783004510,5.2550000e-06,-5.2550000e-06,0,,,MCMC,2.76,6.300e-01,-1.700e-01,87.09,,,886.0,,,145.48,105.27,-31.54,1,5170.00,181.00,-145.00,4.574,0.021,-0.151,0.8070,0.1820,-0.0510,287.093990,39.060719
105,4049131,K00811.01,Kepler-687 b,CONFIRMED,CANDIDATE,20.505869780,2.8280000e-05,-2.8280000e-05,0,,,MCMC,3.62,7.600e-01,-3.400e-01,89.38,,,518.0,,,17.06,11.16,-4.43,1,4905.00,154.00,-127.00,4.544,0.055,-0.752,0.7610,0.1590,-0.0710,289.315430,39.153278
106,4139816,K00812.01,Kepler-235 b,CONFIRMED,CANDIDATE,3.340219950,3.1300000e-06,-3.1300000e-06,0,,,MCMC,2.18,3.200e-01,-3.200e-01,86.52,,,635.0,,,38.42,22.52,-12.57,1,3887.00,188.00,-78.00,4.783,0.087,-0.087,0.4800,0.0700,-0.0700,286.079130,39.278320
108,5358241,K00829.01,Kepler-53 b,CONFIRMED,CANDIDATE,18.649296780,4.9590000e-05,-4.9590000e-05,0,,,MCMC,2.90,1.120e+00,-2.700e-01,89.95,,,700.0,,,56.90,64.46,-15.94,1,6079.00,163.00,-199.00,4.495,0.045,-0.284,0.9450,0.3640,-0.0880,290.461760,40.562462
109,10875245,K00117.02,Kepler-107 c,CONFIRMED,CANDIDATE,4.901438070,1.0440000e-05,-1.0440000e-05,0,,,MCMC,1.84,6.000e-02,-6.000e-02,81.93,,,1263.0,,,601.94,74.36,-67.73,3,5851.00,75.00,-75.00,4.192,0.019,-0.019,1.4110,0.0470,-0.0470,297.028260,48.208611
110,5358241,K00829.02,Kepler-53 d,CONFIRMED,CANDIDATE,9.751931820,4.5860000e-05,-4.5860000e-05,0,,,MCMC,2.44,9.400e-01,-2.300e-01,81.93,,,869.0,,,135.05,153.00,-37.83,3,6079.00,163.00,-199.00,4.495,0.045,-0.284,0.9450,0.3640,-0.0880,290.461760,40.562462
111,5358241,K00829.03,Kepler-53 c,CONFIRMED,CANDIDATE,38.557591400,2.1010000e-04,-2.1010000e-04,0,,,MCMC,3.57,1.370e+00,-3.300e-01,88.24,,,550.0,,,21.60,24.47,-6.05,2,6079.00,163.00,-199.00,4.495,0.045,-0.284,0.9450,0.3640,-0.0880,290.461760,40.562462
112,5358624,K00830.01,Kepler-428 b,CONFIRMED,CANDIDATE,3.525632561,1.5400000e-07,-1.5400000e-07,0,,,MCMC,11.87,1.440e+00,-8.100e-01,89.95,,,955.0,,,196.91,84.33,-43.42,1,5071.00,163.00,-134.00,4.580,0.024,-0.088,0.7880,0.0960,-0.0540,290.581730,40.577400
113,4544670,K00815.01,,CANDIDATE,CANDIDATE,34.843995660,4.3260000e-05,-4.3260000e-05,0,,,MCMC,7.49,3.040e+00,-7.900e-01,88.81,,,511.0,,,16.10,19.98,-4.46,1,5509.00,175.00,-141.00,4.482,0.072,-0.260,0.8710,0.3540,-0.0910,285.920010,39.624828
114,4664847,K00816.01,Kepler-690 b,CONFIRMED,CANDIDATE,7.748094374,7.6340000e-06,-7.6340000e-06,0,,,MCMC,5.56,3.260e+00,-5.500e-01,88.81,,,958.0,,,198.70,369.96,-58.96,1,5918.00,191.00,-208.00,4.431,0.052,-0.349,1.0790,0.6340,-0.1070,294.489900,39.771439
115,4725681,K00817.01,Kepler-236 c,CONFIRMED,CANDIDATE,23.967993200,8.3510000e-05,-8.3510000e-05,0,,,MCMC,1.85,2.200e-01,-2.100e-01,89.38,,,325.0,,,2.62,0.89,-0.71,1,3750.00,66.00,-60.00,4.755,0.070,-0.070,0.5100,0.0600,-0.0600,283.866390,39.898079
116,4725681,K00817.02,Kepler-236 b,CONFIRMED,CANDIDATE,8.295594310,2.1310000e-05,-2.1310000e-05,0,,,MCMC,1.53,1.800e-01,-1.800e-01,89.38,,,462.0,,,10.80,3.66,-2.92,2,3750.00,66.00,-60.00,4.755,0.070,-0.070,0.5100,0.0600,-0.0600,283.866390,39.898079
117,4913852,K00818.01,Kepler-691 b,CONFIRMED,CANDIDATE,8.114379000,1.1250000e-05,-1.1250000e-05,0,,,MCMC,2.14,2.500e-01,-2.500e-01,89.95,,,466.0,,,11.19,3.49,-3.49,1,3721.00,50.00,-118.00,4.738,0.075,-0.075,0.5200,0.0600,-0.0600,288.812010,40.033401
119,4936180,K00820.01,,CANDIDATE,CANDIDATE,4.640933983,2.0770000e-06,-2.0770000e-06,0,,,MCMC,4.76,1.990e+00,-4.300e-01,89.95,,,1155.0,,,421.08,533.12,-110.18,1,6463.00,194.00,-180.00,4.500,0.083,-0.310,0.8260,0.3460,-0.0750,295.113710,40.071171
121,10875245,K00117.01,Kepler-107 e,CONFIRMED,CANDIDATE,14.749135180,2.2190000e-05,-2.2190000e-05,0,,,MCMC,3.07,1.000e-01,-1.100e-01,87.09,,,875.0,,,138.71,17.13,-15.61,1,5851.00,75.00,-75.00,4.192,0.019,-0.019,1.4110,0.0470,-0.0470,297.028260,48.208611
122,5021899,K00821.01,Kepler-692 b,CONFIRMED,CANDIDATE,21.812934940,7.1400000e-05,-7.1400000e-05,0,,,MCMC,3.62,1.360e+00,-4.400e-01,89.95,,,639.0,,,39.33,44.40,-12.32,1,5601.00,170.00,-153.00,4.410,0.098,-0.250,0.9990,0.3740,-0.1240,294.776860,40.153740
124,5115978,K00823.01,,CANDIDATE,CANDIDATE,1.028436523,7.0500000e-07,-7.0500000e-07,0,,,MCMC,72.77,2.771e+01,-8.600e+00,57.30,,,1947.0,,,3400.48,3879.25,-1109.02,,6228.00,183.00,-219.00,4.428,0.077,-0.272,0.9900,0.3770,-0.1170,296.006990,40.295429
125,5164255,K00824.01,Kepler-693 b,CONFIRMED,CANDIDATE,15.375633320,1.0720000e-05,-1.0720000e-05,0,,,MCMC,10.45,2.200e+00,-1.030e+00,88.81,,,576.0,,,26.08,17.09,-6.99,1,4985.00,153.00,-130.00,4.549,0.062,-0.727,0.7440,0.1570,-0.0730,283.253540,40.358189
126,5252423,K00825.01,Kepler-237 c,CONFIRMED,CANDIDATE,8.103613630,1.9620000e-05,-1.9620000e-05,0,,,MCMC,2.27,2.500e-01,-1.900e-01,88.81,,,688.0,,,52.82,20.57,-13.17,1,4861.00,150.00,-128.00,4.574,0.043,-0.054,0.7320,0.0800,-0.0630,283.221410,40.421829
127,5252423,K00825.02,Kepler-237 b,CONFIRMED,CANDIDATE,4.715103650,1.8740000e-05,-1.8740000e-05,0,,,MCMC,1.50,1.700e-01,-1.300e-01,89.95,,,824.0,,,108.84,42.40,-27.14,2,4861.00,150.00,-128.00,4.574,0.043,-0.054,0.7320,0.0800,-0.0630,283.221410,40.421829
128,5272878,K00826.01,Kepler-694 b,CONFIRMED,CANDIDATE,6.365841612,8.1000000e-06,-8.1000000e-06,0,,,MCMC,2.54,9.200e-01,-2.000e-01,87.66,,,917.0,,,166.88,178.36,-39.95,1,5787.00,155.00,-160.00,4.553,0.029,-0.263,0.8510,0.3100,-0.0660,291.149510,40.420521
131,5651104,K00840.01,Kepler-695 b,CONFIRMED,CANDIDATE,3.040330424,2.9800000e-07,-2.9800000e-07,0,,,MCMC,9.17,1.281e+01,-9.300e-01,85.94,,,1021.0,,,257.29,1412.82,-70.07,1,5035.00,156.00,-130.00,4.519,0.069,-0.767,0.7910,1.1050,-0.0800,299.316100,40.822380
132,5792202,K00841.01,Kepler-27 b,CONFIRMED,CANDIDATE,15.335259120,1.7980000e-05,-1.7980000e-05,0,,,MCMC,4.94,2.700e-01,-1.800e-01,89.95,,,630.0,,,37.16,7.48,-5.25,2,5325.00,107.00,-98.00,4.558,0.014,-0.042,0.8630,0.0460,-0.0330,292.236760,41.085880
133,10875245,K00117.04,Kepler-107 d,CONFIRMED,CANDIDATE,7.958302160,5.9830000e-05,-5.9830000e-05,0,,,MCMC,1.07,3.000e-02,-4.000e-02,89.38,,,1075.0,,,315.94,39.03,-35.55,4,5851.00,75.00,-75.00,4.192,0.019,-0.019,1.4110,0.0470,-0.0470,297.028260,48.208611
134,5792202,K00841.02,Kepler-27 c,CONFIRMED,CANDIDATE,31.330506220,3.5120000e-05,-3.5120000e-05,0,,,MCMC,7.24,3.800e-01,-2.800e-01,88.81,,,496.0,,,14.33,2.88,-2.03,1,5325.00,107.00,-98.00,4.558,0.014,-0.042,0.8630,0.0460,-0.0330,292.236760,41.085880
137,5376067,K00833.01,,CANDIDATE,CANDIDATE,3.951403812,2.3390000e-06,-2.3390000e-06,0,,,MCMC,31.71,1.262e+01,-2.450e+00,76.78,,,1132.0,,,388.71,460.30,-95.73,1,6046.00,170.00,-182.00,4.539,0.031,-0.289,0.8690,0.3460,-0.0670,295.504390,40.505489
138,5436502,K00834.01,Kepler-238 e,CONFIRMED,CANDIDATE,23.653686210,1.7100000e-05,-1.7100000e-05,0,,,MCMC,5.71,2.410e+00,-4.700e-01,89.95,,,625.0,,,36.16,45.63,-9.51,1,5858.00,165.00,-193.00,4.495,0.038,-0.297,0.9630,0.4070,-0.0790,287.897130,40.637821
139,5436502,K00834.02,Kepler-238 d,CONFIRMED,CANDIDATE,13.233560080,5.0220000e-05,-5.0220000e-05,0,,,MCMC,2.15,9.100e-01,-1.700e-01,89.95,,,759.0,,,78.47,99.02,-20.64,2,5858.00,165.00,-193.00,4.495,0.038,-0.297,0.9630,0.4070,-0.0790,287.897130,40.637821
140,5436502,K00834.03,Kepler-238 c,CONFIRMED,CANDIDATE,6.155557560,2.7600000e-05,-2.7600000e-05,0,,,MCMC,1.88,7.900e-01,-1.600e-01,81.93,,,980.0,,,217.72,274.72,-57.26,3,5858.00,165.00,-193.00,4.495,0.038,-0.297,0.9630,0.4070,-0.0790,287.897130,40.637821
141,5436502,K00834.04,Kepler-238 b,CONFIRMED,CANDIDATE,2.090815650,1.0340000e-05,-1.0340000e-05,0,,,MCMC,1.05,4.400e-01,-9.000e-02,87.09,,,1404.0,,,919.65,1160.36,-241.89,4,5858.00,165.00,-193.00,4.495,0.038,-0.297,0.9630,0.4070,-0.0790,287.897130,40.637821
142,10875245,K00117.03,Kepler-107 b,CONFIRMED,CANDIDATE,3.180024635,6.5640000e-06,-6.5640000e-06,0,,,MCMC,1.55,6.000e-02,-5.000e-02,87.66,,,1460.0,,,1073.75,132.65,-120.80,2,5851.00,75.00,-75.00,4.192,0.019,-0.019,1.4110,0.0470,-0.0470,297.028260,48.208611
143,5436502,K00834.05,Kepler-238 f,CONFIRMED,CANDIDATE,50.447315600,7.2280000e-04,-7.2280000e-04,0,,,MCMC,2.15,9.100e-01,-1.800e-01,88.81,,,486.0,,,13.17,16.62,-3.46,5,5858.00,165.00,-193.00,4.495,0.038,-0.297,0.9630,0.4070,-0.0790,287.897130,40.637821
144,5456651,K00835.01,Kepler-239 b,CONFIRMED,CANDIDATE,11.763059460,2.0350000e-05,-2.0350000e-05,0,,,MCMC,2.36,2.800e-01,-1.800e-01,89.95,,,614.0,,,33.63,14.10,-7.78,1,4980.00,153.00,-132.00,4.608,0.028,-0.077,0.7340,0.0890,-0.0550,294.202150,40.663410
145,5456651,K00835.02,Kepler-239 c,CONFIRMED,CANDIDATE,56.227969700,3.0340000e-04,-3.0340000e-04,0,,,MCMC,2.19,2.600e-01,-1.600e-01,89.95,,,365.0,,,4.18,1.75,-0.97,2,4980.00,153.00,-132.00,4.608,0.028,-0.077,0.7340,0.0890,-0.0550,294.202150,40.663410
147,5531576,K00837.01,Kepler-240 c,CONFIRMED,CANDIDATE,7.953557170,1.7200000e-05,-1.7200000e-05,0,,,MCMC,2.30,2.600e-01,-1.700e-01,89.95,,,712.0,,,60.67,24.75,-14.21,1,4988.00,161.00,-138.00,4.586,0.028,-0.075,0.7660,0.0870,-0.0570,291.158780,40.750271
148,5531576,K00837.02,Kepler-240 b,CONFIRMED,CANDIDATE,4.144517760,1.3360000e-05,-1.3360000e-05,0,,,MCMC,1.54,1.700e-01,-1.100e-01,88.81,,,884.0,,,144.68,59.04,-33.89,2,4988.00,161.00,-138.00,4.586,0.028,-0.075,0.7660,0.0870,-0.0570,291.158780,40.750271
149,5534814,K00838.01,,CANDIDATE,CANDIDATE,4.859386668,1.1080000e-06,-1.1080000e-06,0,,,MCMC,32.95,1.418e+01,-3.120e+00,81.93,,,1110.0,,,359.20,458.49,-102.61,1,6061.00,164.00,-205.00,4.471,0.049,-0.300,0.9830,0.4230,-0.0930,292.214360,40.759762
150,6291653,K00850.01,Kepler-702 b,CONFIRMED,CANDIDATE,10.526294063,1.8980000e-06,-1.8980000e-06,0,,,MCMC,8.50,3.070e+00,-7.200e-01,88.81,,,713.0,,,61.16,67.89,-15.13,1,5386.00,179.00,-143.00,4.553,0.040,-0.216,0.7930,0.2860,-0.0670,293.878110,41.661770
151,6392727,K00851.01,Kepler-703 b,CONFIRMED,CANDIDATE,4.583521756,1.7330000e-06,-1.7330000e-06,0,,,MCMC,5.69,2.480e+00,-4.500e-01,89.95,,,1039.0,,,274.98,358.83,-68.28,1,5815.00,165.00,-174.00,4.540,0.029,-0.308,0.8770,0.3820,-0.0690,299.186860,41.742680
152,6422070,K00852.01,Kepler-704 b,CONFIRMED,CANDIDATE,3.761821150,1.1610000e-05,-1.1610000e-05,0,,,MCMC,2.59,1.030e+00,-2.400e-01,79.07,,,1120.0,,,372.62,440.66,-99.22,1,5653.00,162.00,-157.00,4.472,0.057,-0.276,0.9490,0.3760,-0.0890,283.316380,41.837120
153,6428700,K00853.01,Kepler-242 b,CONFIRMED,CANDIDATE,8.203968700,1.4690000e-05,-1.4690000e-05,0,,,MCMC,3.04,1.470e+00,-2.700e-01,86.52,,,742.0,,,71.50,108.04,-18.06,1,5015.00,169.00,-128.00,4.499,0.074,-0.605,0.8260,0.3990,-0.0740,286.565700,41.808399
154,6428700,K00853.02,Kepler-242 c,CONFIRMED,CANDIDATE,14.496435310,5.4290000e-05,-5.4290000e-05,0,,,MCMC,2.82,1.360e+00,-2.500e-01,85.37,,,613.0,,,33.48,50.61,-8.45,2,5015.00,169.00,-128.00,4.499,0.074,-0.605,0.8260,0.3990,-0.0740,286.565700,41.808399
155,5792202,K00841.03,,CANDIDATE,CANDIDATE,6.546260580,2.0270000e-05,-2.0270000e-05,0,,,MCMC,2.83,1.500e-01,-1.100e-01,84.80,,,836.0,,,115.56,23.27,-16.32,3,5325.00,107.00,-98.00,4.558,0.014,-0.042,0.8630,0.0460,-0.0330,292.236760,41.085880
156,5794379,K00842.01,Kepler-241 b,CONFIRMED,CANDIDATE,12.718103170,2.4130000e-05,-2.4130000e-05,0,,,MCMC,2.35,2.300e-01,-2.300e-01,89.38,,,562.0,,,23.60,8.42,-6.39,1,4702.00,145.00,-128.00,4.592,0.055,-0.035,0.6860,0.0660,-0.0670,292.913120,41.060921
157,5794379,K00842.02,Kepler-241 c,CONFIRMED,CANDIDATE,36.065879160,9.9860000e-05,-9.9860000e-05,0,,,MCMC,2.71,2.600e-01,-2.700e-01,89.95,,,397.0,,,5.88,2.10,-1.59,2,4702.00,145.00,-128.00,4.592,0.055,-0.035,0.6860,0.0660,-0.0670,292.913120,41.060921
158,5881688,K00843.01,Kepler-696 b,CONFIRMED,CANDIDATE,4.190425575,1.6040000e-06,-1.6040000e-06,0,,,MCMC,6.73,4.090e+00,-9.700e-01,88.81,,,1265.0,,,605.98,1128.48,-226.09,1,6067.00,158.00,-227.00,4.347,0.096,-0.336,1.1960,0.7260,-0.1740,293.496610,41.137589
159,6022556,K00844.01,Kepler-697 b,CONFIRMED,CANDIDATE,3.709870645,3.0480000e-06,-3.0480000e-06,0,,,MCMC,3.96,1.340e+00,-2.900e-01,89.38,,,1056.0,,,294.23,291.35,-68.55,1,5576.00,152.00,-150.00,4.556,0.026,-0.245,0.8520,0.2870,-0.0640,283.864410,41.346458
160,6032497,K00845.01,Kepler-698 b,CONFIRMED,CANDIDATE,16.329762180,3.5120000e-05,-3.5120000e-05,0,,,MCMC,3.97,1.590e+00,-4.300e-01,86.52,,,725.0,,,65.19,77.51,-19.38,1,5870.00,167.00,-180.00,4.447,0.066,-0.277,0.9830,0.3920,-0.1060,288.510010,41.301769
161,6061119,K00846.01,Kepler-699 b,CONFIRMED,CANDIDATE,27.807562927,5.2850000e-06,-5.2850000e-06,0,,,MCMC,14.46,6.630e+00,-1.080e+00,88.81,,,557.0,,,22.70,31.67,-5.32,1,5864.00,176.00,-162.00,4.575,0.032,-0.306,0.7910,0.3630,-0.0590,296.888210,41.396091
162,6191521,K00847.01,Kepler-700 b,CONFIRMED,CANDIDATE,80.872063900,1.7270000e-04,-1.7270000e-04,0,,,MCMC,4.73,2.110e+00,-3.700e-01,89.38,,,376.0,,,4.74,6.48,-1.13,1,5665.00,181.00,-148.00,4.563,0.046,-0.270,0.7640,0.3400,-0.0610,287.154300,41.565788
164,3531558,K00118.01,Kepler-467 b,CONFIRMED,CANDIDATE,24.993241930,6.4980000e-05,-6.4980000e-05,0,,,MCMC,2.28,7.000e-02,-6.000e-02,88.81,,,719.0,,,63.24,7.84,-7.12,1,5747.00,85.00,-85.00,4.182,0.016,-0.016,1.3570,0.0400,-0.0400,287.362790,38.649601
165,6276477,K00849.01,Kepler-701 b,CONFIRMED,CANDIDATE,10.355331770,2.0640000e-05,-2.0640000e-05,0,,,MCMC,3.09,1.150e+00,-3.200e-01,85.94,,,777.0,,,86.22,97.43,-23.31,1,5501.00,167.00,-138.00,4.462,0.074,-0.250,0.9180,0.3440,-0.0930,288.994200,41.633282
166,6863998,K00867.01,Kepler-709 b,CONFIRMED,CANDIDATE,16.085249540,2.6440000e-05,-2.6440000e-05,0,,,MCMC,3.19,9.500e-01,-2.800e-01,89.95,,,613.0,,,33.43,31.31,-8.50,1,5239.00,186.00,-147.00,4.523,0.051,-0.194,0.8260,0.2460,-0.0710,292.105190,42.380322
167,6867155,K00868.01,,CANDIDATE,CANDIDATE,235.998020600,3.7800000e-04,-3.7800000e-04,0,,,MCMC,8.88,1.170e+00,-1.170e+00,89.95,,,157.0,,,0.14,0.08,-0.04,1,3822.00,177.00,-58.00,4.730,0.080,-0.080,0.5300,0.0700,-0.0700,293.007970,42.307201
168,6948054,K00869.01,Kepler-245 b,CONFIRMED,CANDIDATE,7.490172290,1.0070000e-05,-1.0070000e-05,0,,,MCMC,2.98,1.250e+00,-3.400e-01,89.95,,,821.0,,,107.48,141.98,-31.98,1,5257.00,184.00,-146.00,4.460,0.097,-0.325,0.8740,0.3690,-0.0990,291.638980,42.436321
169,6948054,K00869.02,Kepler-245 d,CONFIRMED,CANDIDATE,36.275946570,8.3510000e-05,-8.3510000e-05,0,,,MCMC,3.50,1.480e+00,-4.000e-01,89.95,,,485.0,,,13.12,17.33,-3.90,2,5257.00,184.00,-146.00,4.460,0.097,-0.325,0.8740,0.3690,-0.0990,291.638980,42.436321
