rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_ttvflag,pl_kepflag,pl_k2flag,ra_str,ra,dec_str,dec,st_dist,st_teff,st_mass,st_rad,rowupdate,pl_name,pl_rvamp,pl_eqt,pl_insol,pl_bmassprov,pl_bmassj,pl_bmasse,pl_dens,pl_radj,pl_rade,pl_rads,pl_def_reflink,pl_disc,pl_disc_reflink,pl_locale,pl_facility,pl_telescope,pl_instrument,st_rah,st_glon,st_glat,st_elon,st_elat,st_plx,st_radv,st_sp,st_spstr,st_age
2010,Kepler-260,c,Transit,2,76.050178,0.332,,,0,1,0,19h27m42.23s,291.925972,+38d00m50.8s,38.014122,,5250,0.88,0.86,14/5/14,Kepler-260 c,,,,,,,,0.155,1.74,0.016,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.4617315,70.788134,9.806928,304.654687,58.843827,,,,,
2011,Kepler-261,b,Transit,2,10.381227,0.088,,,0,1,0,19h25m27.55s,291.364773,+37d36m33.1s,37.609184,,5098,0.87,0.79,14/5/14,Kepler-261 b,,,,,,,,0.194,2.18,0.02,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.4243182,70.21842,10.020449,303.615447,58.580651,,,,,
2012,Kepler-261,c,Transit,2,24.570858,0.156,,,0,1,0,19h25m27.55s,291.364773,+37d36m33.1s,37.609184,,5098,0.87,0.79,14/5/14,Kepler-261 c,,,,,,,,0.178,2,0.018,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.4243182,70.21842,10.020449,303.615447,58.580651,,,,,
2013,Kepler-262,b,Transit,2,13.060855,0.108,,,0,1,0,19h22m54.88s,290.728675,+37d15m09.5s,37.252649,,5841,,0.88,14/5/14,Kepler-262 b,,,,,,,,0.121,1.36,0.013,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.38191169,69.6653,10.31345,302.499733,58.375702,,,,,
2014,Kepler-262,c,Transit,2,21.853722,0.152,,,0,1,0,19h22m54.88s,290.728675,+37d15m09.5s,37.252649,,5841,,0.88,14/5/14,Kepler-262 c,,,,,,,,0.146,1.64,0.015,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.38191169,69.6653,10.31345,302.499733,58.375702,,,,,
2015,Kepler-263,b,Transit,2,16.568087,0.12,,,0,1,0,19h29m52.74s,292.469762,+37d34m04.1s,37.567794,,5265,,0.79,14/5/14,Kepler-263 b,,,,,,,,0.238,2.67,0.025,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.49798416,70.583455,9.221158,305.197142,58.292594,,,,,
2016,Kepler-263,c,Transit,2,47.332773,0.242,,,0,1,0,19h29m52.74s,292.469762,+37d34m04.1s,37.567794,,5265,,0.79,14/5/14,Kepler-263 c,,,,,,,,0.22,2.47,0.023,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.49798416,70.583455,9.221158,305.197142,58.292594,,,,,
2017,Kepler-264,b,Transit,2,40.806231,0.249,,,0,1,0,19h28m10.71s,292.044615,+37d22m34.5s,37.376246,,6158,1.32,1.55,14/5/14,Kepler-264 b,,,,,,,,0.297,3.33,0.03,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.46964099,70.25469,9.433985,304.478561,58.205672,,,,,
2018,Kepler-264,c,Transit,2,140.101261,0.566,,,0,1,0,19h28m10.71s,292.044615,+37d22m34.5s,37.376246,,6158,1.32,1.55,14/5/14,Kepler-264 c,,,,,,,,0.252,2.83,0.026,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.46964099,70.25469,9.433985,304.478561,58.205672,,,,,
2019,Kepler-265,b,Transit,4,6.846262,0.069,,,0,1,0,19h22m02.51s,290.510478,+41d14m41.4s,41.24482,,5835,1.03,1.1,14/5/14,Kepler-265 b,,,,,,,,0.166,1.86,0.017,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.3673652,73.25049,12.211892,304.461246,62.252042,,,,,
2020,Kepler-265,c,Transit,4,17.028937,0.127,,,0,1,0,19h22m02.51s,290.510478,+41d14m41.4s,41.24482,,5835,1.03,1.1,14/5/14,Kepler-265 c,,,,,,,,0.235,2.63,0.024,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.3673652,73.25049,12.211892,304.461246,62.252042,,,,,
2021,Kepler-265,d,Transit,4,43.130617,0.236,,,0,1,0,19h22m02.51s,290.510478,+41d14m41.4s,41.24482,,5835,1.03,1.1,14/5/14,Kepler-265 d,,,,,,,,0.222,2.49,0.023,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.3673652,73.25049,12.211892,304.461246,62.252042,,,,,
2022,Kepler-265,e,Transit,4,67.831024,0.319,,,0,1,0,19h22m02.51s,290.510478,+41d14m41.4s,41.24482,,5835,1.03,1.1,14/5/14,Kepler-265 e,,,,,,,,0.231,2.59,0.024,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.3673652,73.25049,12.211892,304.461246,62.252042,,,,,
2023,Kepler-266,b,Transit,2,6.61833,0.071,,,0,1,0,19h37m56.25s,294.484378,+44d10m00.9s,44.166916,,5885,0.99,1.03,14/5/14,Kepler-266 b,,,,,,,,0.221,2.48,0.023,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.63229187,77.247359,10.898442,312.733576,64.017611,,,,,
2024,Kepler-266,c,Transit,2,107.723601,0.457,,,0,1,0,19h37m56.25s,294.484378,+44d10m00.9s,44.166916,,5885,0.99,1.03,14/5/14,Kepler-266 c,,,,,,,,0.347,3.89,0.036,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.63229187,77.247359,10.898442,312.733576,64.017611,,,,,
2025,Kepler-267,b,Transit,3,3.353728,0.037,,,0,1,0,19h59m19.29s,299.830387,+47d09m26.9s,47.157461,,4258,0.56,0.56,14/5/14,Kepler-267 b,,,,,,,,0.177,1.98,0.018,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.98869249,81.737538,9.073239,323.580885,65.143761,,,,,
2026,Kepler-267,c,Transit,3,6.87745,0.06,,,0,1,0,19h59m19.29s,299.830387,+47d09m26.9s,47.157461,,4258,0.56,0.56,14/5/14,Kepler-267 c,,,,,,,,0.19,2.13,0.019,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.98869249,81.737538,9.073239,323.580885,65.143761,,,,,
2027,Kepler-267,d,Transit,3,28.464515,0.154,,,0,1,0,19h59m19.29s,299.830387,+47d09m26.9s,47.157461,,4258,0.56,0.56,14/5/14,Kepler-267 d,,,,,,,,0.203,2.27,0.021,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.98869249,81.737538,9.073239,323.580885,65.143761,,,,,
2028,Kepler-268,b,Transit,2,25.934138,0.18,,,0,1,0,19h27m54.28s,291.976175,+38d03m18.3s,38.055075,,6081,,1.27,14/5/14,Kepler-268 b,,,,,,,,0.227,2.55,0.023,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.46507835,70.84335,9.790191,304.750685,58.871682,,,,,
2029,Kepler-268,c,Transit,2,83.446393,0.391,,,0,1,0,19h27m54.28s,291.976175,+38d03m18.3s,38.055075,,6081,,1.27,14/5/14,Kepler-268 c,,,,,,,,0.302,3.38,0.031,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.46507835,70.84335,9.790191,304.750685,58.871682,,,,,
2030,Kepler-269,b,Transit,2,5.326718,0.061,,,0,1,0,19h20m51.64s,290.215171,+41d46m33.5s,41.775967,,5847,0.98,0.96,14/5/14,Kepler-269 b,,,,,,,,0.22,2.47,0.023,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.34767807,73.644879,12.6393,304.349538,62.825072,,,,,
2031,Kepler-269,c,Transit,2,8.127899,0.081,,,0,1,0,19h20m51.64s,290.215171,+41d46m33.5s,41.775967,,5847,0.98,0.96,14/5/14,Kepler-269 c,,,,,,,,0.151,1.69,0.015,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.34767807,73.644879,12.6393,304.349538,62.825072,,,,,
2032,Kepler-27,b,Transit,2,15.3348,0.118,,,1,1,0,19h28m56.82s,292.236769,+41d05m09.2s,41.085876,,5400,0.65,0.59,14/5/14,Kepler-27 b,,,,Mass,9.11,2895.31,,0.357,4,0.037,<a href=http://adsabs.harvard.edu/abs/2012MNRAS.421.2342S target=ref> Steffen et al. 2012 </a>,2011,<a href=http://adsabs.harvard.edu/abs/2012MNRAS.421.2342S target=ref> Steffen et al. 2012 </a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.48245127,73.687041,10.974464,306.988133,61.699891,,,,,
2033,Kepler-27,c,Transit,2,31.3309,0.191,,,1,1,0,19h28m56.82s,292.236769,+41d05m09.2s,41.085876,,5400,0.65,0.59,14/5/14,Kepler-27 c,,,,Mass,13.8,4385.87,,0.437,4.9,0.045,<a href=http://adsabs.harvard.edu/abs/2012MNRAS.421.2342S target=ref> Steffen et al. 2012 </a>,2011,<a href=http://adsabs.harvard.edu/abs/2012MNRAS.421.2342S target=ref> Steffen et al. 2012 </a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.48245127,73.687041,10.974464,306.988133,61.699891,,,,,
2034,Kepler-270,b,Transit,2,11.476094,0.107,,,0,1,0,18h48m48.02s,282.2001,+44d25m20.3s,44.422302,,6067,,1.46,14/5/14,Kepler-270 b,,,,,,,,0.179,2.01,0.018,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,18.81334,73.858134,19.055161,292.630217,66.905645,,,,,
2035,Kepler-270,c,Transit,2,25.262887,0.18,,,0,1,0,18h48m48.02s,282.2001,+44d25m20.3s,44.422302,,6067,,1.46,14/5/14,Kepler-270 c,,,,,,,,0.158,1.77,0.016,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,18.81334,73.858134,19.055161,292.630217,66.905645,,,,,
2036,Kepler-271,b,Transit,3,5.217738,0.056,,,0,1,0,18h52m00.72s,283.00298,+44d17m03.2s,44.284233,,5524,,0.88,14/5/14,Kepler-271 b,,,,,,,,0.079,0.89,0.008,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,18.86686533,73.928062,18.468425,293.973347,66.644623,,,,,
2037,Kepler-271,c,Transit,3,7.410935,0.071,,,0,1,0,18h52m00.72s,283.00298,+44d17m03.2s,44.284233,,5524,,0.88,14/5/14,Kepler-271 c,,,,,,,,0.089,1,0.009,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,18.86686533,73.928062,18.468425,293.973347,66.644623,,,,,
2038,Kepler-271,d,Transit,3,5.24972541,,,,0,1,0,18h52m00.72s,283.00298,+44d17m03.2s,44.284233,,5524,,0.88,16/5/10,Kepler-271 d,,,,,,,,0.059,0.66,0.006,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,18.86686533,73.928062,18.468425,293.973347,66.644623,,,,,
2039,Kepler-272,b,Transit,3,2.971353,0.038,,,0,1,0,19h56m30.61s,299.127524,+47d35m37.8s,47.59383,,5297,0.79,0.93,14/5/14,Kepler-272 b,,,,,,,,0.128,1.43,0.013,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.94183493,81.877276,9.704075,323.065203,65.752903,,,,,
2040,Kepler-272,c,Transit,3,6.057342,0.061,,,0,1,0,19h56m30.61s,299.127524,+47d35m37.8s,47.59383,,5297,0.79,0.93,14/5/14,Kepler-272 c,,,,,,,,0.16,1.79,0.016,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.94183493,81.877276,9.704075,323.065203,65.752903,,,,,
2041,Kepler-272,d,Transit,3,10.937304,0.091,,,0,1,0,19h56m30.61s,299.127524,+47d35m37.8s,47.59383,,5297,0.79,0.93,14/5/14,Kepler-272 d,,,,,,,,0.201,2.25,0.021,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.94183493,81.877276,9.704075,323.065203,65.752903,,,,,
2042,Kepler-273,b,Transit,2,2.936532,0.037,,,0,1,0,19h25m12.53s,291.302209,+47d41m51.9s,47.697758,,5626,,0.81,14/5/14,Kepler-273 b,,,,,,,,0.134,1.5,0.014,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.42014727,79.50301,14.43632,311.015886,68.12566,,,,,
2043,Kepler-273,c,Transit,2,8.014927,0.073,,,0,1,0,19h25m12.53s,291.302209,+47d41m51.9s,47.697758,,5626,,0.81,14/5/14,Kepler-273 c,,,,,,,,0.177,1.98,0.018,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.42014727,79.50301,14.43632,311.015886,68.12566,,,,,
2044,Kepler-274,b,Transit,2,11.634788,0.101,,,0,1,0,19h31m41.47s,292.922774,+38d28m38.2s,38.477274,,6023,,1.01,14/5/14,Kepler-274 b,,,,,,,,0.137,1.54,0.014,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.52818491,71.568148,9.321408,306.369515,59.05617,,,,,
2045,Kepler-274,c,Transit,2,33.197861,0.204,,,0,1,0,19h31m41.47s,292.922774,+38d28m38.2s,38.477274,,6023,,1.01,14/5/14,Kepler-274 c,,,,,,,,0.164,1.84,0.017,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.52818491,71.568148,9.321408,306.369515,59.05617,,,,,
2046,Kepler-275,b,Transit,3,10.300682,0.098,,,0,1,0,19h29m55.13s,292.479713,+38d30m53.7s,38.514927,,6165,1.24,1.38,14/5/14,Kepler-275 b,,,,,,,,0.209,2.34,0.021,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.49864755,71.44113,9.646932,305.74666,59.195835,,,,,
2047,Kepler-275,c,Transit,3,16.088134,0.132,,,0,1,0,19h29m55.13s,292.479713,+38d30m53.7s,38.514927,,6165,1.24,1.38,14/5/14,Kepler-275 c,,,,,,,,0.302,3.38,0.031,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.49864755,71.44113,9.646932,305.74666,59.195835,,,,,
2048,Kepler-275,d,Transit,3,35.676062,0.224,,,0,1,0,19h29m55.13s,292.479713,+38d30m53.7s,38.514927,,6165,1.24,1.38,14/5/14,Kepler-275 d,,,,,,,,0.297,3.33,0.03,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.49864755,71.44113,9.646932,305.74666,59.195835,,,,,
2049,Kepler-276,b,Transit,3,14.12841,0.119,,,0,1,0,19h34m16.36s,293.56815,+39d02m10.8s,39.036326,,6105,1.1,1.05,14/5/14,Kepler-276 b,,,,,,,,0.256,2.87,0.026,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.57121003,72.306016,9.133353,307.641822,59.433711,,,,,
2050,Kepler-276,c,Transit,3,31.884,,,,1,1,0,19h34m16.36s,293.56815,+39d02m10.8s,39.036326,,6105,1.1,1.05,14/5/14,Kepler-276 c,,,,Mass,0.052,16.6,,0.259,2.9,0.027,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJS..210...25X target=ref>Xie 2014</a>,2013,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJS..210...25X target=ref>Xie 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.57121003,72.306016,9.133353,307.641822,59.433711,,,,,
2051,Kepler-276,d,Transit,3,48.648,,,,1,1,0,19h34m16.36s,293.56815,+39d02m10.8s,39.036326,,6105,1.1,1.05,14/5/14,Kepler-276 d,,,,Mass,0.051,16.3,,0.25,2.8,0.026,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJS..210...25X target=ref>Xie 2014</a>,2013,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJS..210...25X target=ref>Xie 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.57121003,72.306016,9.133353,307.641822,59.433711,,,,,
2052,Kepler-277,b,Transit,2,17.324,,,,1,1,0,19h06m19.96s,286.583175,+39d04m38.0s,39.077209,,5946,1.12,1.69,14/5/14,Kepler-277 b,,,,Mass,0.275,87.3,,0.261,2.92,0.027,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJS..210...25X target=ref>Xie 2014</a>,2013,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJS..210...25X target=ref>Xie 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.105545,69.944207,14.03819,297.159087,60.962234,,,,,
2053,Kepler-277,c,Transit,2,33.006,,,,1,1,0,19h06m19.96s,286.583175,+39d04m38.0s,39.077209,,5946,1.12,1.69,14/5/14,Kepler-277 c,,,,Mass,0.202,64.2,,0.3,3.36,0.031,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJS..210...25X target=ref>Xie 2014</a>,2013,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJS..210...25X target=ref>Xie 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.105545,69.944207,14.03819,297.159087,60.962234,,,,,
